id,country_id,region_id,name,iso_code
8149,250,371,Sainte-Bazeille,sba
8150,250,391,Sainte-Blandine,ebd
8151,250,387,Sainte-Cecile,st9
8152,250,382,Sainte-Cécile-d'Andorge,c2a
8153,250,390,Sainte-Cécile-les-Vignes,dvg
8154,250,385,Sainte-Christie,pyt
8155,250,385,Sainte-Christie-d'Armagnac,imc
8156,250,371,Sainte-Colombe,kkk
8157,250,389,Sainte-Colombe,tcb
8158,250,382,Sainte-Colombe,uvq
8159,250,371,Sainte-Colombe-en-Bruilhois,obh
8160,250,,Sainte-Colombe-près-Vernon,pps
8161,250,391,Sainte-Consorce,oor
8162,250,391,Sainte-Croix,dcx
8163,250,385,Sainte-Croix,tcx
8164,250,371,Sainte-Croix-de-Mareuil,sxi
8165,250,382,Sainte-Croix-de-Quintillargues,cxq
8166,250,371,Sainte-Croix-du-Mont,ab4
8167,250,370,Sainte-Croix-en-Plaine,oix
8168,250,389,Sainte-Eanne,zid
8169,250,371,Sainte-Eulalie,teu
8170,250,383,Sainte-Feyre,yfe
8171,250,371,Sainte-Florence,ab6
8172,250,387,Sainte-Florence,sfe
8173,250,372,Sainte-Florine,sfn
8174,250,385,Sainte-Foy-de-Peyrolières,sfs
8175,250,371,Sainte-Foy-la-Grande,xfy
8176,250,391,Sainte-Foy-l'Argentière,foy
8177,250,391,Sainte-Foy-lès-Lyon,zfo
8178,250,373,Sainte-Gauburge-Sainte-Colombe,sgc
8179,250,385,Sainte-Gemme,tgm
8180,250,387,Sainte-Gemme-la-Plaine,gpn
8181,250,376,Sainte-Gemme-Moronval,sg2
8182,250,387,Sainte-Gemme-sur-Loire,sgt
8183,250,388,Sainte-Geneviève,gev
8184,250,388,Sainte-Geneviève,gni
8185,250,381,Sainte-Geneviève-des-Bois,gbs
8186,250,385,Sainte-Genevieve-sur-Argence,xga
8187,250,391,Saint-Égrève,sgr
8188,250,375,Sainte-Hélène,e56
8189,250,371,Sainte-Hélène,shz
8190,250,391,Sainte-Hélène-du-Lac,enh
8191,250,391,Sainte-Hélène-sur-Isère,ene
8192,250,387,Sainte-Hermine,mij
8193,250,373,Sainte-Honorine-des-Pertes,hsd
8194,250,391,Sainte-Jalle,dsj
8195,250,391,Sainte-Julie,sje
8196,250,389,Sainte-Lheurine,jzl
8197,250,385,Sainte-Livrade,zlx
8198,250,371,Sainte-Livrade-sur-Lot,zio
8199,250,385,Sainte-Lizaigne,lz3
8200,250,374,Saint-Eloi,xzv
8201,250,372,Saint-Éloy-les-Mines,sem
8202,250,387,Sainte-Luce-sur-Loire,ire
8203,250,378,Sainte-Lucie-de-Porto-Vecchio,xdc
8204,250,384,Sainte-Marguerite,smr
8205,250,375,Sainte-Marie,msh
8206,250,384,Sainte-Marie-aux-Chênes,smz
8207,250,370,Sainte-Marie-aux-Mines,sxm
8208,250,386,Sainte-Marie-Cappel,s59
8209,250,387,Sainte-Marie-du-Bois,xmd
8210,250,,Sainte-Marie-du-Mont,sm5
8211,250,379,Sainte-Marie-en-Chanois,eho
8212,250,374,Sainte-Marie-la-Blanche,cqb
8213,250,374,Sainte-Marie-sur-Ouche,srh
8214,250,,Sainte-Marine,sm6
8215,250,371,Sainte-Maure-de-Peyriac,mdw
8216,250,376,Sainte-Maure-de-Touraine,tmq
8217,250,390,Sainte-Maxime,zmx
8218,250,377,Sainte-Menehould,mhd
8219,250,371,Saint-Émilion,smi
8220,250,391,Sainte-Paule,tyu
8221,250,387,Sainte-Pazanne,paz
8222,250,388,Sainte-Preuve,uvp
8223,250,389,Sainte-Radegonde,2rd
8224,250,371,Sainte-Radegonde,aqr
8225,250,385,Sainte-Radegonde,zgl
8226,250,388,Saint-Erme-Outre-et-Ramecourt,tem
8227,250,389,Saintes,sin
8228,250,377,Sainte-Savine,4sa
8229,250,377,Sainte-Savine,ssq
8230,250,381,Saint-Escobille,ebi
8231,250,388,Sainte-Segrée,tsg
8232,250,372,Sainte-Sigolène,inh
8233,250,,Saintes-Maries-de-la-Mer,mm8
8234,250,389,Sainte-Soulle,2ss
8235,250,389,Sainte-Soulle,zsu
8236,250,371,Saint-Esteben,ziu
8237,250,371,Saint-Estèphe,eph
8238,250,389,Saint-Estèphe,she
8239,250,371,Saint-Estèphe,sph
8240,250,382,Saint-Estève,es6
8241,250,390,Saint-Esteve-Janson,evj
8242,250,387,Sainte-Suzanne,isz
8243,250,379,Sainte-Suzanne,ssz
8244,250,371,Sainte-Terre,xtr
8245,250,391,Saint-Étienne,ebu
8246,250,371,Saint-Étienne-de-Baigorry,edb
8247,250,387,Saint-Étienne-de-Brillouet,eib
8248,250,376,Saint-Étienne-de-Chigny,sic
8249,250,,Saint-Étienne-de-Crossey,etc
8250,250,391,Saint-Étienne-de-Fontbellon,sfq
8251,250,383,Saint-Étienne-de-Fursac,2ef
8252,250,371,Saint-Étienne-de-Lisse,nnl
8253,250,387,Saint-Étienne-de-Mer-Morte,nmm
8254,250,387,Saint-Étienne-de-Montluc,emc
8255,250,391,Saint-Étienne-de-Saint-Geoirs,ses
8256,250,391,Saint-Étienne-des-Oullières,seu
8257,250,390,Saint-Étienne-des-Sorts,eds
8258,250,390,Saint-Étienne-de-Tinee,etq
8259,250,371,Saint-Étienne-d'Orthe,edo
8260,250,390,Saint-Étienne-du-Grès,edg
8261,250,375,Saint-Étienne-du-Gué-de-l'Isle,22c
8262,250,380,Saint-Étienne-du-Rouvray,zef
8263,250,375,Saint-Étienne-en-Coglès,eec
8264,250,391,Saint-Étienne-la-Varenne,eiv
8265,250,391,Saint-Étienne-le-Molard,xem
8266,250,390,Saint-Étienne-les-Orgues,elo
8267,250,384,Saint-Etienne-les-Remiremont,tet
8268,250,390,Sainte-Tulle,sue
8269,250,389,Saint-Eugène,eug
8270,250,374,Saint-Eusèbe,eus
8271,250,375,Saint-Évarzec,evz
8272,250,,Saint-Evette,se2
8273,250,371,Saint-Exupéry,gsy
8274,250,391,Saint-Exupéry Apt/Lyon,lys
8275,250,383,Saint-Exupéry-les-Roches,exr
8276,250,374,Saint-Fargeau,rrf
8277,250,381,Saint-Fargeau-Ponthierry,sfr
8278,250,371,Saint-Faust,sfa
8279,250,391,Saint-Félix,sfx
8280,250,389,Saint-Félix,qjf
8281,250,371,Saint-Félix-de-Foncaude,xdf
8282,250,382,Saint-Félix-de-Lodez,zfz
8283,250,371,Saint-Félix-de-Reillac-et-Mortemart,qkf
8284,250,371,Saint-Félix-de-Villadeix,fvx
8285,250,385,Saint-Félix-Lauragais,sfg
8286,250,371,Saint-Ferme,sts
8287,250,391,Saint-Ferréol,sfo
8288,250,387,Saint-Fiacre-sur-Maine,sfm
8289,250,374,Saint-Firmin,fim
8290,250,376,Saint-Firmin-des-Prés,qlf
8291,250,378,Saint-Florent,zfb
8292,250,387,Saint-Florent-des-Bois,frr
